pitcher,name,starts,bf,k_per_pa,proj_mean_k,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,fair_4plus,fair_5plus,fair_6plus,fair_7plus,fair_8plus,fair_9plus
669358,"Baz, Shane",59,23,0.2247,5.17,0.7934,0.6142,0.4167,0.245,0.1242,0.0541,1.26,1.63,2.4,4.08,8.05,18.49
694297,"Pfaadt, Brandon",70,24,0.2148,5.16,0.7899,0.6104,0.414,0.2438,0.1241,0.0545,1.27,1.64,2.42,4.1,8.06,18.36
813349,"Early, Connelly",18,22,0.2344,5.16,0.7937,0.6134,0.4147,0.2422,0.1215,0.0522,1.26,1.63,2.41,4.13,8.23,19.17
686973,"Varland, Louis",9,21,0.2448,5.14,0.7934,0.6118,0.4115,0.2384,0.1181,0.0498,1.26,1.63,2.43,4.2,8.47,20.07
687792,"Herz, DJ",19,20,0.2572,5.14,0.7958,0.6137,0.4119,0.2372,0.1163,0.0483,1.26,1.63,2.43,4.22,8.6,20.69
683004,"Leiter, Jack",52,23,0.2234,5.14,0.789,0.6081,0.4105,0.2399,0.1208,0.0523,1.27,1.64,2.44,4.17,8.28,19.14
676130,"Buttó, José",9,22,0.2333,5.13,0.79,0.6084,0.4094,0.238,0.1187,0.0507,1.27,1.64,2.44,4.2,8.42,19.73
663776,"Sandoval, Patrick",15,23,0.2232,5.13,0.7886,0.6076,0.4099,0.2395,0.1205,0.0521,1.27,1.65,2.44,4.18,8.3,19.2
676282,"Cantillo, Joey",37,21,0.2445,5.13,0.7924,0.6104,0.4101,0.2372,0.1173,0.0494,1.26,1.64,2.44,4.22,8.52,20.23
805673,"Matthews, Zebby",31,22,0.2323,5.11,0.7871,0.6043,0.4053,0.2346,0.1165,0.0495,1.27,1.65,2.47,4.26,8.58,20.2
677952,"Ashcraft, Braxton",25,21,0.2431,5.1,0.7881,0.6044,0.4039,0.2323,0.1141,0.0478,1.27,1.65,2.48,4.31,8.76,20.94
605135,"Bassitt, Chris",74,24,0.2121,5.09,0.7805,0.5977,0.4009,0.2331,0.117,0.0507,1.28,1.67,2.49,4.29,8.54,19.74
571510,"Boyd, Matthew",44,22,0.2312,5.09,0.7835,0.5994,0.4002,0.2305,0.1139,0.0481,1.28,1.67,2.5,4.34,8.78,20.78
641927,"Ober, Bailey",70,23,0.221,5.08,0.7812,0.5975,0.3996,0.2311,0.115,0.0492,1.28,1.67,2.5,4.33,8.69,20.34
681343,"Smith, Shane",30,22,0.2309,5.08,0.7826,0.5983,0.3991,0.2296,0.1133,0.0478,1.28,1.67,2.51,4.35,8.83,20.91
673540,"Senga, Kodai",28,22,0.2305,5.07,0.7814,0.5967,0.3974,0.2283,0.1124,0.0474,1.28,1.68,2.52,4.38,8.89,21.11
656557,"Houck, Tanner",39,25,0.2025,5.06,0.7753,0.5916,0.3957,0.2299,0.1155,0.0502,1.29,1.69,2.53,4.35,8.66,19.92
667755,"Soriano, José",67,23,0.2196,5.05,0.7764,0.5911,0.393,0.2259,0.1116,0.0474,1.29,1.69,2.54,4.43,8.96,21.1
668933,"Ashcraft, Graham",15,24,0.2106,5.05,0.7755,0.591,0.394,0.2276,0.1134,0.0487,1.29,1.69,2.54,4.39,8.81,20.52
680732,"Burke, Sean",46,22,0.229,5.04,0.7763,0.5898,0.3904,0.2227,0.1089,0.0455,1.29,1.7,2.56,4.49,9.18,21.97
669713,"Wesneski, Hayden",15,22,0.2288,5.03,0.7758,0.5892,0.3898,0.2222,0.1086,0.0453,1.29,1.7,2.57,4.5,9.21,22.05
687570,"Prielipp, Connor",10,22,0.2284,5.03,0.7746,0.5876,0.3882,0.221,0.1078,0.0449,1.29,1.7,2.58,4.53,9.28,22.26
682847,"Ortiz, Luis",37,23,0.2179,5.01,0.7709,0.5838,0.3857,0.22,0.1079,0.0454,1.3,1.71,2.59,4.54,9.27,22.01
694738,"Roupp, Landen",43,22,0.2272,5.0,0.7704,0.5819,0.3826,0.2165,0.105,0.0435,1.3,1.72,2.61,4.62,9.53,23.0
661563,"Gil, Luis",44,22,0.2273,5.0,0.7707,0.5824,0.383,0.2169,0.1052,0.0436,1.3,1.72,2.61,4.61,9.51,22.94
656876,"Rasmussen, Drew",42,21,0.2382,5.0,0.7731,0.5843,0.3835,0.2161,0.1039,0.0425,1.29,1.71,2.61,4.63,9.63,23.54
663903,"Singer, Brady",77,23,0.217,4.99,0.7676,0.5794,0.3813,0.2165,0.1057,0.0443,1.3,1.73,2.62,4.62,9.46,22.59
502043,"Gibson, Kyle",33,24,0.2079,4.99,0.7658,0.5782,0.3811,0.2174,0.1069,0.0453,1.31,1.73,2.62,4.6,9.36,22.1
593423,"Montas, Frankie",37,23,0.2167,4.98,0.7666,0.5781,0.38,0.2155,0.1051,0.0439,1.3,1.73,2.63,4.64,9.52,22.76
663556,"McClanahan, Shane",13,21,0.2358,4.95,0.7652,0.5739,0.3732,0.2081,0.0989,0.04,1.31,1.74,2.68,4.81,10.11,25.03
656605,"Keller, Mitch",77,24,0.2049,4.92,0.7547,0.5637,0.3668,0.2062,0.0998,0.0416,1.33,1.77,2.73,4.85,10.02,24.04
622663,"Severino, Luis",71,24,0.2044,4.91,0.753,0.5615,0.3647,0.2046,0.0988,0.0411,1.33,1.78,2.74,4.89,10.12,24.35
518876,"Kelly, Merrill",56,24,0.2046,4.91,0.7537,0.5624,0.3656,0.2053,0.0992,0.0413,1.33,1.78,2.74,4.87,10.08,24.23
702070,"Cameron, Noah",37,23,0.2129,4.9,0.753,0.5604,0.3626,0.2021,0.0966,0.0396,1.33,1.78,2.76,4.95,10.35,25.24
679525,"Marsh, Alec",25,22,0.2227,4.9,0.7552,0.5621,0.363,0.2014,0.0955,0.0387,1.32,1.78,2.75,4.97,10.47,25.84
